F1,F2,F3,F4,F5,Ex1,Ex2,Ex3,Avg
4,120,150,0.6,0.1,0.0004152942945999383,0.00035946809676844216,0.00046770180832259034,0.0004141547332303236
4,80,120,0.5,0.4,0.0005989468538025594,0.000606707308002441,0.0005289312414850922,0.0005781951344300309
4,90,10,0.35,0.15,0.00047331954731770487,0.00047350393685950676,0.00048782828538458667,0.00047821725652059943
4,20,160,0.7,0.4,0.000928631176957434,0.0010105564302359815,0.0008491977901783077,0.0009294617991239077
4,10,70,0.3,0.45,0.0009088083204997072,0.001479031380933915,0.0014030139777001516,0.0012636178930445913
4,70,10,0.15,0.15,0.0005162442377326798,0.0005979027452919783,0.0005813414304485925,0.0005651628044910836
4,50,150,0.15,0.5,0.0007330316698369588,0.0004846449319619306,0.0004954613448789474,0.0005710459822259456
4,150,130,0.35,0.25,0.0003072366296182072,0.00040407595992866807,0.0003308803810796318,0.00034739765687550234
4,180,70,0.9,0.3,0.0003875928228170289,0.00033603622544228773,0.00038228070718354656,0.00036863658514762104
4,40,50,0.85,0.3,0.000671977840126653,0.0006349883514144145,0.0006717336804537011,0.0006595666239982562
4,100,160,0.7,0.4,0.0005010284772627854,0.0005692094858115726,0.00046976926031125354,0.0005133357411285372
4,150,100,0.35,0.2,0.00029482288918974975,0.0003162309624160087,0.0004202749192323968,0.00034377625694605174
4,70,80,0.7,0.1,0.0005477925794924177,0.0005204998508517023,0.0006040450746850751,0.0005574458350097317
4,60,100,0.45,0.2,0.000515259100249077,0.0005163352957295309,0.00040579391439365953,0.00047912943679075576
4,10,120,0.65,0.35,0.0021539166614534255,0.001172774219838163,0.0011180879776739178,0.001481592952988502
4,50,30,0.7,0.35,0.0007529436738151624,0.0005912050325552476,0.0005438297719699559,0.0006293261594467886
4,190,100,0.75,0.4,0.0003086075214033396,0.0003276434220666341,0.000316214886060609,0.00031748860984352756
4,60,30,0.1,0.5,0.0005129847639743501,0.00044719227776282566,0.0005641190766191989,0.0005080987061187916
4,30,100,0.8,0.15,0.0008870268063421033,0.0007717543166167323,0.0006886665093328165,0.0007824825440972174
4,170,70,0.75,0.15,0.0002910425940716721,0.0004037600922786877,0.00032223644866395673,0.0003390130450047722
4,30,20,0.1,0.5,0.0008057512660113175,0.0009221515490692722,0.0008124892105133841,0.0008467973418646579
4,120,70,0.8,0.25,0.00042739874541621037,0.00030624878437646164,0.0004917459272520686,0.00040846448568158017
4,130,170,0.8,0.3,0.00030103852043872337,0.0004482215683740687,0.0003896412412671968,0.0003796337766933296
4,180,110,0.75,0.1,0.00038039167693912357,0.0003411686959173127,0.00040896974322089663,0.0003768433720257776
4,80,60,0.2,0.15,0.0006021014967540622,0.0005265571517958645,0.0004509081333353704,0.0005265222606284323
4,190,90,0.45,0.45,0.0003146888077780463,0.0003849666363809068,0.0003592651700920768,0.00035297353808367665
4,100,120,0.55,0.5,0.000420305239190108,0.0004587590891294291,0.00044518039261386144,0.0004414149069777995
4,70,20,0.55,0.1,0.0004764408317770724,0.000490919837767903,0.0005447146289479787,0.0005040250994976514
4,10,70,0.15,0.3,0.002693949029943854,0.0021184009756719246,0.002061866321566297,0.0022914054423940253
4,180,70,0.15,0.35,0.0003554211632060822,0.0003745092328216182,0.00037103169397730007,0.00036698736333500015
4,90,70,0.1,0.2,0.0004620884713456008,0.0004702000820259178,0.00043142211019468746,0.00045457022118873536
4,70,180,0.6,0.5,0.0003406680495766645,0.000522756929715068,0.0005685362170245178,0.0004773203987720835
4,170,50,0.5,0.15,0.00039236604943050646,0.0002940083880842159,0.0003676440606079634,0.0003513394993742286
4,60,80,0.8,0.45,0.0005256512693004034,0.000508597339306055,0.0005862943734882414,0.0005401809940315666
4,70,60,0.75,0.3,0.0006976721163043237,0.0006255705216434287,0.0004935448927989444,0.0006055958435822323
4,170,20,0.7,0.15,0.0003225965725230928,0.00028563636046230467,0.00039065807412994036,0.00033296366903844593
